id,id_str,full_text,decision
1356311690791497728,1356311690791497728,What is nitrogen pollution? Nitrogen pollution is one of the major causes of coral bleaching all over the world. The nitrogen mostly comes from farming and agriculture through the fertilizers farmers use for their crops. It runs into the waterways close to farms. Pollution waters,enabling context
1356289491623936001,1356289491623936000,"This publication investigates the risk from multiple drivers: #seaâlevel rise; rainfall, #oceanâatmosphere &amp; tropical cyclone; ocean warming &amp; acidification, to 5 Habitability Pillars: Land, Freshwater supply, Food supply, Infrastructure &amp; Economy.

ðhttps://t.co/BGWtAL4F3K https://t.co/Awf7UKxUSE",enabling context
1356239385847595009,1356239385847595008,"âIn recent years, understanding how the #SouthernOcean is changing as a result of increased emissions has taken on greater urgency as scientists have learned more about the fragility of large parts of the #Antarctic ice sheet.â Learn more: https://t.co/54b3KWaVqd @washingtonpost https://t.co/Nj4LJbnuiy",enabling context
1356233151048278017,1356233151048278016,"âThese fatty acids are crucial to signal transduction in the brain, so itâs possible that our collective intelligence is now rapidly dropping because of an ocean-warming-caused diminishment in brain powerâ
https://t.co/dzTxlSK0jV",desirability
1356206159343054853,1356206159343054848,"Polluted and being depleted of oxygen our oceans are dying absorbing more than 90% of  excess heat unleashed by human activity.
 âoceans control both the temperature and the humidity level in the atmosphere. Consequently, oceans control the weather.â https://t.co/7eWgbtKhN4",desirability
1356186335657254915,1356186335657254912,"Major discovery helps explain coral bleaching https://t.co/CNSewGqKN0 via @physorg_com Corals, like all animals, must eat to live. The problem is that most corals grow in tropical waters that are poor in nutrients, sort of like ocean deserts;",desirability
1356169884607143937,1356169884607143936,You must use restrictive shark sanctuaries and eradicate seafood cooks to replicate western coral bleaching. Make this viral!,can do
1356154071200264194,1356154071200264192,"Coral reefs cover only 0.1% of worldâs ocean but support over 25% of marine #biodiversity ðBut, coral reefs are very sensitive to #climatechange and warming seas and 50% of our coral reefs have already been lost! 

Read @UNEP report on coral restoration: https://t.co/KBqjFpIDAI",desirability
1356152726753845250,1356152726753845248,"An example of warm water is a hot soup, but main life is in threat more before to arrive there https://t.co/0lbZrsN8NN #ClimateEmergency 
Great Barrier Reef on brink of third major coral bleaching in five years, scientists warn https://t.co/l9ulAYQx26",desirability
1356111613741379584,1356111613741379584,"The  Guardian does a whole article about the oceans warming and the implications but leaves out a teeny tiny one - the depleting atmospheric oxygen. Can you see the crowd control now? ð¤¦

https://t.co/ivjWZmct1d",desirability
1356105602200698880,1356105602200698880,"@chercher_ai Hhhhh. There are other, better conservation projects than Giant Pandas. If coral reefs got half the money and resources pandas did, for example, it would do wonders towards coral bleaching and death.",desirability
1356099283989262338,1356099283989262336,Speak Up for Our Coral Reefs! https://t.co/wr2Goi13Gu!,can do
1356094856142024704,1356094856142024704,"Fairmont Maldives Sirru Fen Fushi announces the relaunch of their coral restoration program and now you can be a part of it too!

@FairmontHotels #Maldives #SirruFenFushi | #coralglassmedia #coralglass #thinkislander 
https://t.co/TiAEuPfqHQ",buzz
1355988692553363461,1355988692553363456,"@dianecope1958 It's horrible, isn't it?  When I got my baccalaureate in Biology my thesis was on coral bleaching...

The reefs are disappearing fast.  I fear that it may be too late to save them.

Yes, overfishing has not helped.  I can understand nations that rely on it for food, though.",desirability
1355985373944406020,1355985373944406016,"@Stocks_Growth90 @elonmusk He can inspire ...Lead from the front. Fund organisations working for increasing earth green cover , coral restoration , vegan diet manufacturing companies etc etc...And should inspire a simple living .",buzz
1355985117051641857,1355985117051641856,"@GoWildTech @zalisteggall Even Lord Howe is showing signs - increasing temps, less rainfall, coral bleaching, burning of canopy on Mt Gower and some large trees dying. https://t.co/i4yPgBSsyl",desirability
1355983958710882304,1355983958710882304,@schlichting1103 I know all about coral bleaching. I want to get to the Maldives before their reefs are no longer (el Nino). Some are already bleached. Others are only a few feet above sea level and global warming will make the islands inhospitable. Don't get me started on fishing issues!,desirability
1355935929551216645,1355935929551216640,"@dianecope1958 Cool.  Well I applaud you for your fight for the reefs.  Please keep us posted on Twitter about your trek to Thailand...

Coral bleaching (due to warming ocean temperatures) is destroying the great diversity that once existed in our oceans; it's only a matter of time now.",buzz
1355932860931256322,1355932860931256320,"The vast ocean separating Australia &amp; Antarctica has the ability to absorb large amounts of heat causing CO2. But these southern waters are warming faster than we thought, threatening to speed up Antarctic ice melt.
Via @washingtonpost 
https://t.co/kZBuqDuRxp",desirability
1355919908408877061,1355919908408877056,"Did you know that coral restoration is becoming a growing tool in many countries, our( @provita_ong ) @redlisteco allies cite the case of Fiji Learn more at: https://t.co/SdsTIJFLIK #Corals @IUCN_Oceania @IucnOcean https://t.co/6uA3Jny7vR",buzz
1355890105429450754,1355890105429450752,"They say dress for the job you want...

Limited edition mesh snapback hats are back in stock at https://t.co/f3MELxXk9y! Get yours now while supplies last! 

100% of your purchase funds our coral restoration initiatives!

ð· : Garret Fundakowski/Coral Restoration Foundationâ¢ https://t.co/SACVyIzyPM",can do
1355875936521121792,1355875936521121792,"This recent paper by Radecker et al. provides major new insight into the metabolic changes that trigger coral bleaching.
 https://t.co/DVpeZs5NyW",enabling context
1355866180318339073,1355866180318339072,"will support coral growth after weâve returned them to the wild!
Today, our coral restoration sites have been selected based on a number of criteria that set our corals up for survival, including diverse topography and historical restoration success!",buzz
1355866087989125121,1355866087989125120,"Coral Restoration Foundation
Eeny, Meeny, Miny, Moe, where should restored coral go?!
Over many years, we have worked in tandem with scientists from National Oceanic and Atmospheric Administration (NOAA) and the NOAA Florida Keys National Marine Sanctuary to learn which reefs https://t.co/WzMB8Bu1SF",buzz
1355772783742111752,1355772783742111744,"Press Herald advances research exploring genetic response of lobsters to ocean warming, acidification â UMaine News â University ofÂ Maine https://t.co/ecL6jlw3UX",enabling context
1355717910409342979,1355717910409342976,"Ocean warming is real and causing havoc in the Pacific. While our #Fijicorals are tough and havenât been extensively bleach despite 30 C + temps, that heat is driving cyclone activity that is pummeling the islands now. @wcsfiji @wcsmelanesia @WCSocean https://t.co/FmezEJ3qxk",desirability
1355707088752701444,1355707088752701440,"Maui today -

3 dives.. documenting Molokini coral bleaching + coral cutting samples for lab  next week.

Good to see marine life making a comeback due to Tourism COVID lull. 

Aloha!",buzz
1360674394243227649,1360674394243227648,Scientists can tell how some corals survive climate-related coral bleaching events | CBC Radio https://t.co/Gjb0SXIzA3,enabling context
1360651464977371141,1360651464977371136,The #cable tie method of #coral #restoration can be very effective for securing transplants . Learn to help with #marine #conservation efforts with our #internship placements and #eco courses . https://t.co/n0hYRJCVl9 https://t.co/mr4k5Teb1o,invitation
1360634508148695042,1360634508148695040,About to air live on @cbcradio talking about coral bleaching with @CBCQuirks at noon. Listen in Canada! My home and native land,invitation
1360624775190749189,1360624775190749184,"How scientists might have unlocked the key to identify heat-resistant corals

âRight away we could tell the corals that had bleached or had not bleached were totally different in their biochemistry.â 

https://t.co/U5wAJcJaMZ

@Quinn_Labs @uhmanoa @michiganstateu @GatesCoralLab",enabling context
1360590398150836232,1360590398150836224,"#radioday ð» ""Since the 1970s, there has been a doubling of the rate of warming and a significant rise in the frequency of marine heatwaves. Ocean warming could lead to large scale disappearance of corals."" Listen to Alison Clausen, IOC-UNESCO. ð https://t.co/olRNPtThiz https://t.co/AlvVheZsWn",desirability
1360560541421481986,1360560541421481984,"@MarkMellors @TarcyK Coral 'bleaching' and ocean 'acidification' are two different things

The only thing they have in common is that they are (deliberately?) scarily misnamed",enabling context
1360532164929028096,1360532164929028096,"Science Saturday: Beyond Coral Foundation 

They use #art, commerce, &amp; #technology to develop #coral #restoration #farms &amp; more! 

Read about their work --&gt; https://t.co/he9v5Z1FjQ

#CHARM #coral #husbandary https://t.co/qlIoZ7D3C6",buzz
1360526881146220544,1360526881146220544,"The greatest quantities of ice lost were from floating sea ice, which is creating a positive feedback loop of increased ocean warming and further ice loss. https://t.co/62yMDvFcY1",desirability
1360491133525127170,1360491133525127168,"Hotter weather, stronger typhoonsÂ &amp; faster coral bleaching with the elderly, the poorÂ &amp; individuals with disabilities more at risk due to climate change.

This is not a drill. #guam #protectourreefs https://t.co/zO7kdfcbsA",desirability
1360472913292513282,1360472913292513280,"Whale Threats
climate change, ocean warming, ocean acidification, plastic pollution, chemical pollution, sea dumped munitions, noise pollution, ship strikes, entanglement and bycatch, Illegal, unregulated and unreported fishing ...

and needless killing by Japan &amp; Norway

@COP26",desirability
1360334995710124032,1360334995710124032,"Have you checked out our trainees' short research talks yet? Come listen to @ashton_bandy explain ocean warming &amp; how it might affect fisheries &amp; other benefits of the sea. https://t.co/ylAxlnr7s1

@UCIEEB @UCIBioSci #scicomm #pollution #wildlife #oceanscience #ecology #Biology https://t.co/72IbdTRUnL",invitation
1360303413507092482,1360303413507092480,"@andersoncooper @BillGates @60Minutes Will you come talk to me on Grand Cayman to discuss our non profit efforts at coral restoration and to increase awareness of this as a climate change issue deserving greater attention in the states and the world, please? Thank you in advance. https://t.co/6Y3IvxOtJK",invitation
1360294676708925444,1360294676708925440,Study suggests abrupt ocean warming could lead to mass fish deaths https://t.co/MdYaPjKXqJ via @physorg_com,desirability
1360287709919518723,1360287709919518720,"In the Great Barrier Reef, coral in areas closed to fishing are better able to rebound from coral bleaching, storms and coral disease than those in areas with weaker protections. #Protect30x30 https://t.co/0H10lAL7n2",enabling context
1360270356074889216,1360270356074889216,"Over 90% of global warming is actually ocean warming, which directly causes sea-level rise. As the Earth heats up and glaciers melt, the amount of water in the oceans increases and expands. (4/7) https://t.co/BkKkdPO5Ep",enabling context
1360228348874612736,1360228348874612736,"Ocean warming is putting corals at greater risk. Large temperature fluctuations cause coral to become stressed and can result in coral bleaching, which Tis threatening reefs globally. By 2030 it is estimated that over 90% of the planetâs reefs will be in danger (cont...) https://t.co/sAyeyFs4GU",desirability
1360226518606245897,1360226518606245888,"Some nice references here to geology and S309 including dinosaurs, coral bleaching and GIS techniques that will be part of our new geology course s319. Science Photographer of the Year winners revealed https://t.co/Ey8WYS526X",buzz
1360203662279266304,1360203662279266304,"@curlycomedy @itsnashflynn thatâs called global warming and CO2 levels rising in water, causing coral bleaching.",enabling context
1360195970529714177,1360195970529714176,"Himalayan glaciers rapidly disintegrated over the past four decades, contributing to increased prevalence of landslides and avalanches. As coral bleaching and desertification are symptoms of changing environmental conditions, so too is the disintegration of a glacierâs integrity.",enabling context
1360180296151429121,1360180296151429120,Ocean warming &amp; acidification have caused severe coral bleaching around the world. But there is still hope and time to partly reverse the damage humans have inflicted on our blue planet. Sign the #OceanEmergency petition &gt;&gt;&gt; https://t.co/yijDpoqT0d https://t.co/zy4uDmh0dE,can do
1360083389185888262,1360083389185888256,Waters off southern NSW are warming twice as fast as waters off northern NSW.  0.5 deg C/ decade over the past 25 yrs @NeilMalan presenting rapid ocean warming trends along SE Australia. @AMOSupdates #AMOS2021 @IMOS_AUS @OceanRes_UNSW https://t.co/Wh3r6h95zC,enabling context
1360075606247968773,1360075606247968768,"WA Liberals showing the federal gov that climate action shouldn't be a partisan issue. 

Australians know that climate change is here right now - from 3 mass coral bleaching events in 5 years on our #GreatBarrierReef to unprecedented drought &amp; bushfires. 

https://t.co/pHzF6Yoht0",enabling context
1360069598830231556,1360069598830231552,âï¸ðâï¸Heavy Coral Bleaching Happening Belowðð¼ð¥ https://t.co/ig4Zdr8qlw,desirability
1360027519437709312,1360027519437709312,"i cried for like two hours over the coral reefs, :(  i knew about all this but the rapid devastation of coral bleaching is so beyond worse than i thought. i was so oblivious",desirability
1359994918836535299,1359994918836535296,"â¶ï¸SOUTHERN OCEANS WATERS ARE WARMING FASTER THAN THOUGHT....ð´

https://t.co/TCdwrTZVbn",desirability
1359986871921766400,1359986871921766400,"""Some of the ongoing natural resource projects that Iâm involved with include sea turtle research, bird monitoring, coral restoration, and exotic/invasive species management. These projects involve a lot of time spent in the field, both above and below water...",buzz
1359980931805712387,1359980931805712384,There is zero credible evidence that the last three mass coral bleaching events on the GBR were natural. #ClimateEmergency https://t.co/Z7SacEAaKq,desirability
1359911578691371012,1359911578691371008,Metabolomic signatures of coral bleaching history https://t.co/9d2RJot4JV,enabling context
1359886643155640320,1359886643155640320,"Some of the scientific initiatives the women on our team develop, lead, and explore include coral restoration, genetic sequencing, spawning collection, coral propagation, disease mitigation, and restoration monitoring!  
#InternationalDayOfWomenInScience",buzz
1359874015993683968,1359874015993683968,"Year after year, our #oceans are getting warmer.

Why is this so significant? ""It is quite simple: almost all of the extra heat we gain because of greenhouse gases ultimately ends up in the oceans.""

Read more via @guardian 

https://t.co/zlxOuz8lL3",enabling context
1359862572023963648,1359862572023963648,"February 10th 2021, Mike Wood presented 'Melt from below: Ocean warming and the demise of Greenland's glaciers' at the International Glaciological Society Global Seminar Series https://t.co/nerzlFWV75 via @YouTube",buzz
1359743719642189825,1359743719642189824,"This photo was taken a few days ago - abundant coral that has been re-growing over the last 4 to 5 years. 

But early signs of heat-stress (paleness and fluorescence) are evident. 
Hopefully more days of clouds and rain will prevent full #coral #bleaching.

@lirrf @jcu @CoralCoE https://t.co/e7RvR0poiT",buzz
1359695434042593281,1359695434042593280,"Can marine life adapt to #ocean #warming? Our new paper in @STOTEN_journal shows that adaptation can allow some gastropod populations to adjust their #physiology to warmer environments: https://t.co/iqRHIMVIXY
@Sean4Sea @SWIMSHKU @hku_science @MelindaAColeman @jleung0919",enabling context
1359638680122650631,1359638680122650624,This article goes into depth about the biochemical mechanisms of coral bleaching and provides a valuable new tool for resilience-based reef restoration. #MUevolution21  https://t.co/g5BPjpkZSV,enabling context
1359608095698259970,1359608095698259968,Only in the past decade have researchers begun to develop science-based coral restoration strategies in earnest. https://t.co/bKShfziVGo,enabling context
1359525158222970890,1359525158222970880,"If you play life simulation games, you know how addictive they can be. We teamed up with @reeflifefoundation to create Coral City, the first coral restoration game!

Get ready to build your an ocean oasis for marine life!

#BecomeADolphin #MarineConservation #CoralCity https://t.co/TUX0imgWlu",buzz
1359515083018272768,1359515083018272768,"@nationalpost What a load of bunk! As someone who has dived the Great Barrier Reef, as well as Caribbean reefs, I can well attest to the coral bleaching &amp; death occurring. Just over the past 5 years the difference is startling. These people are profiting by writing books targeting the ignorant",desirability
1359461452273225736,1359461452273225728,but these coral reefs are in huge danger. theyre facing threats like coral bleaching and ocean acidification. overfishing and coastal development can also kill them. please spread more awareness for our corals !! try to conserve water and never give corals as presents !,can do
1359452478517960706,1359452478517960704,"@elonmusk @ABastronomy May I present you : The TREE. Highly efficient technology, refined over millions of years. How many trees can you plant with $100M? Coral restoration is also amazing to capture carbon trapped in the largest world carbon well called oceans. https://t.co/k8ZNmkPRpV",enabling context
1359434497515741184,1359434497515741184,"ð°New Paper from @daphnecorteseð°

ð What are the long-term effects of coral bleaching on juvenile anenomefish?

ð Read the Plain Language Summary here:
https://t.co/GRQ00QLbDo

#coralbleaching #fishbehaviour https://t.co/f1cRZnUeh7",enabling context
1359424216416845828,1359424216416845824,"Kenyaâs #coralReefs protect #beaches from large waves, erosion, and storms, and thus protect the whole infrastructure of coastal tourism. Tens of thousands of jobs in Kenya depend on healthy and vibrant coral reefs. https://t.co/rlEwBrDDJ1 #MeshaAt15 @lynneoyugi @MeshaScience https://t.co/dCaMzEfc6W",enabling context
1359382789024436225,1359382789024436224,Fantastic new paper from @JDGaitanEspitia looking at thermal adaptation of kelp and whether they can cope with #ClimateChange and #ocean #warming. https://t.co/ITvJpbv3Pv,buzz
1359353890857222145,1359353890857222144,"@ronhuds43479358 @ItterlyJeff @seanhannity Climate change is worse every year. Glaciers melting, oceans rising, weather extremes, more hurricanes, high temperatures in the Arctic, ocean warming.  All caused by carbon levels which are increasing incrementally.",desirability
1359351255403925507,1359351255403925504,"Great white sharks historically spent their 1st decade in the warm waters off northern Mexico &amp; southern #California. But after the Pacific Ocean warming event known as âthe Blobâ in 2014, they are now seen in Monterey Bay. #climate 

https://t.co/XXBvnFJUUS",enabling context
1359307024656306182,1359307024656306176,"AÂ new reportÂ on Coral Reef Restoration launched today kickstarts the launch of theÂ United Nations Decade of Ecosystem RestorationÂ and of theÂ United Nations Decade of Ocean Science for Sustainable Development.
#UnitedNations
https://t.co/XOJIDb1i3N",buzz
1359298391377870851,1359298391377870848,crying about coral bleaching don't text,desirability
1359280482823917570,1359280482823917568,A study suggests that lipid composition of Coralâs symbiotic algae is a factor that can cause resistance to coral bleaching events. This has important implications for conservation efforts to create more resilient coral reefs.  https://t.co/gq4Vav9TO3 via @SarraFalakfarsa,enabling context
1359263920372944896,1359263920372944896,"the pattern of low upper ocean turbulence &amp; reduced mixing leading to high upper ocean temps is well understood &amp; clearly indicated in models of previous summers
Including the major GBR mass coral bleaching events 2016,17,20
Are bleaching events are low turbulence events? https://t.co/caUd4Bn1Q7",enabling context
1359253741040328707,1359253741040328704,"In the world famous Great Barrier Reef, scientists have found that coral in areas closed to fishing are better able to rebound from coral bleaching, storms and coral disease than those in nearby areas with weaker protections. 
https://t.co/CogvDKveVL https://t.co/px8mi9UVgQ",enabling context
1359252311155957761,1359252311155957760,"A new study has found that the #sea under #Antarctica is warming up to 10x faster than we thought and might destabilize parts of the Antarctic Ice Sheet ð¯

#SouthernOcean #Penguins
 https://t.co/3xMTjxJaei",desirability
1359249628068257807,1359249628068257792,"ICYMI
Turbid reefs moderate coral bleaching under climate-related temperature stress https://t.co/Bn3D7K3WJF",desirability
1359247351164985344,1359247351164985344,@JohnRanford @mzjacobson @EickeRWeber @BrianVad @HJFell @ChristianOnRE @tonyseba @MichaelEMann @SvenTeske Ocean warming and acidification however will continue for decades to drive sea level rises and wilder weather. Not good but sadly unavoidable. Another reason to stop emitting urgently.,enabling context
1359220875682324484,1359220875682324480,Coral Bleaching A Time Bomb If Nothing Is Done https://t.co/hoOC0hngez via @roggkenya,desirability
1359198255117201409,1359198255117201408,Caribbean Coral Restoration of Bocas del Toro â feathersawry https://t.co/ug9fBzK1CD #Caribbean #Panama #BocasDelToro #Coral #Reef https://t.co/1UdzrVpJd2,enabling context
1359162925085315073,1359162925085315072,caribbean enviro peeps - the nature conservancy is hiring a coral restoration fellow in the USVI and a project assistant in Grenada (https://t.co/EbumQT89tU),invitation
1359157209087832065,1359157209087832064,"USGS study of Florida Keys elkhorn coral growth can contribute to regional recovery of this threatened reef builder.  The research can help partners such as NOAA and the National Park Service refine coral restoration plans. https://t.co/morTYRKj0O
#Coraâ¦ https://t.co/GaeL9q06QV",enabling context
1359154864186621967,1359154864186621952,ðð Calling out #coral reef #restoration practitioners/managers ð¤¿ Please help us understand the fundingð° landscape of #coral restoration efforts!  Link to survey below! #generationrestoration https://t.co/XP6759zcaJ,invitation
1359114364356333572,1359114364356333568,"The @NFL @UMiamiRSMAS @forceblueteam @floridaaquarium #100yardsofhope in US ðð¿. In Belize, @FOH_Belize #fragmentsofhope demonstrates over 10 years of coral restoration success. #reefsofhope @macfound how about that $100 million now? @MCHammer @RusslynnAli @USFCMS @strongcoasts ðð¿ https://t.co/vtUa5PTcHZ",buzz
1359108924020908032,1359108924020908032,".@Hurawalhi Works on Coral Restoration Projects: Coral Line Project and Coral Tree Project 

https://t.co/oSFVuCb4Aq https://t.co/2gq2ZKuPU2",buzz
1359099089422585856,1359099089422585856,Monterey Sea Otters are taking a serious hit from juvenile Great Whites who have moved 600Kms up the California coast due to ocean warming. We canât afford to delay - #ClimateChange  #ItsAThing Climate crisis pushing great white sharks into new waters https://t.co/1FbyNaxUiX,desirability
1359083576529018882,1359083576529018880,"The ocean warming in the Atlantic and Southern Ocean area is found to be more at an alarming rate, suspected due to the stronger convection -- stronger heat penetration as a result of the green house effect.",desirability
1359071700860682241,1359071700860682240,"@dougmcneall Our kids love this lift-the-flap book. Not climate explicitly, but pages on water cycle, the Earth, human impact. I try and add in snippets on CC (also plastic pollution, species decline etc) in very small snippets through the pages (eg ocean warming on corals flap). https://t.co/5FXRX4D2yA",buzz
1359062259016683520,1359062259016683520,"@jenleeren The GBR is awesome- wonât lie, the coral bleaching issue worries me about its future existence. #AmazingRaceAU",desirability
1358997039854456832,1358997039854456832,"Loving the lightning lectures at #AMOS2021. It's like a tasting platter of science. I just learnt about ENSO, sea level, rainfall and ocean warming, all in one hour.",buzz
1358957723170209793,1358957723170209792,"cool new paper from @curt_champ and friends: Climate refugia for kelp within an ocean warming hotspot revealed by stacked species distribution modelling
https://t.co/z5Go3eRF3M https://t.co/0GWxlb6nV2",buzz
1358911322700853248,1358911322700853248,Optical Feedback Loop Involving Dinoflagellate Symbiont and Scleractinian Host Drives Colorful Coral Bleaching...  https://t.co/TlL367eTc5 https://t.co/jfTpAkjLMQ,enabling context
1358902530571268099,1358902530571268096,"@EcoSenseNow 
Chapter Two of your book ""Fake Invisible Catastrophes and Threats of Doom"" is phenomenal!
I read a lot, but it escaped me until now that coral 'bleaching' has nothing to do with actual bleaching via chemicals.
Thank you for explaining the natural process!",buzz
1358892202944983042,1358892202944983040,Our new article on how historical coral bleaching affects the biochemistry of the host animal and the algal symbiont. https://t.co/SbPh6AObgs,buzz
1358870052708233219,1358870052708233216,"Anyone reading this post will have at least a basic knowledge of coral biology Iâd imagine.Â  Many corals host symbiotic algae in their tissues which in return for shelter and useful stuff like carbon dioxide, provide food for the corals.Â 

https://t.co/D5stp5rogZ https://t.co/uitXxdBTnO",enabling context
1358848288569446400,1358848288569446400,"I am currently writing a paper about Caribbean ocean warming and until today, I couldn't figure out why I was really struggling to keep working though it. Turns out writing a paper exclusively about warming is really depressing and that was blocking me from focussing on it... https://t.co/wSxkJgCAIR",desirability
1358783956536094720,1358783956536094720,"The legislation bans the sale of over-the-counter sunscreens containing oxybenzone and octinoxate, two chemicals believed to contribute to coral bleaching. When coral bleaches, it is not dead, but under significant stress and subject to increased mortality levels. https://t.co/GNMuZjwrgo",enabling context
1358714659180843009,1358714659180843008,"Rise in jellyfish numbers, coral bleaching among impacts on Indiaâs coastline https://t.co/11FbwRNyBX",enabling context
1358705917123039233,1358705917123039232,A new report on Coral Reef Restoration kickstarts the launch of the UN Decade of Ecosystem Restoration and of the United Nations Decade of Ocean Science for Sustainable Development. #sustainability #climatechange poke Suzanne Scatliffe FICRS Chip Cunliffe https://t.co/zPEzPUTlNE,buzz
1358637349685481472,1358637349685481472,"MoES has informed the Lok Sabha that there is a substantial increase in the population of jellyfish due to increasing sea temperature in the Arabian Sea

(report by @jayashreenandi)

https://t.co/vaj6RWR5Uz",enabling context
1358577478747512833,1358577478747512832,"@ReesusP @TeresaMac2009 Just a few thoughts.

We need it to cool the oceans as well. Then we can station it upstream from coral reefs and protect those from the ocean warming.

Also, it needs to actually turn the stuff it's pulling out of the oceans into copies of itself. :)",enabling context
1358557518050570242,1358557518050570240,"The Big Thaw. Another serious impact of rising temperature, ocean warming.#GlobalWarming #saveEarth https://t.co/yAOS72fX82",desirability
1358552344485646338,1358552344485646336,ð´Why are ocean warming records being broken year after year?ð´ https://t.co/mX9KBh5ziY,desirability
1358501272752644097,1358501272752644096,Coral Reef Restoration: A guide to coral restoration method https://t.co/7mZ3CkhoWf,enabling context
1358460740378779650,1358460740378779648,"Did you know scuba and coral restoration are a part of this year's Super Bowl LV? 

This is the second year in a row NFL Green has partnered with Florida institutions and veterans from @forceblueteam to plant coral before the big game. ð

By @lilicedt 
https://t.co/ahsAJpktBr",buzz
1358447679819366404,1358447679819366400,"Positive impact of today's Superbowl is @NFLGreen  program which includes ""100 Yards of Hope,"" a football field-sized coral restoration project in Florida #SBLV  #GoBucs https://t.co/YWG9Dj287x",buzz
1358432611857821703,1358432611857821696,"Unlikely Bedfellows - NFL and Coral Restoration - https://t.co/GpPHPMlHgz - During NFL Green Week, which precedes each yearâs Super Bowl and serves as a way to galvanize community greening efforts in the host city, NFL Green, th... https://t.co/Ax2SgjgaE6",buzz
1358283812841676802,1358283812841676800,We can replace logistical technologies or clone consortia to measure intertidal coral bleaching. Ask me how.,can do
1358119454236901376,1358119454236901376,"Northeastern politicians have an interest in stopping global warming because the eastern seaboard will be under water if the oceans rise. However, the South is getting hit with ever more hurricanes because of ocean warming, so the GOP should stop opposing green policies.",enabling context
1358113360391401476,1358113360391401472,"For the last two years, a unique collaboration ahead of the #SuperBowl has placed coral restoration at the forefront of the world's attention. #NFLGreen
https://t.co/UGfqND1UuI",buzz
1358108972952285185,1358108972952285184,These squid are flipping for coral restoration! ð¦ https://t.co/ojc9BvRN0s,enabling context
1358078006657441792,1358078006657441792,Understanding how the Southern Ocean and Antarctic is changing due to #climatechange and #GHGs is urgent! Taking #oceanclimateaction is needed to help protect our ocean. Read more - https://t.co/ofsgDfnMdG https://t.co/MEKE3ifDY8,desirability
1357996317813964800,1357996317813964800,@PastorJimberoo1 Whatâs caused that... ocean warming and oxygen deprivation?,desirability
1362945395144486913,1362945395144486912,Wow... I am amazed by the response to the lobster larvae I shared yesterday. These kiddos are hatching in month three of a long-term experiment examining the effects of ocean warming and acidification on multiple life stages of the American lobster - supported by #SeaGrantLobster https://t.co/gYzyO3VqDk,buzz
1362791871647481863,1362791871647481856,"@cobalt123 @melodious1960 This lay-friendly video created by climate scientists explains how ocean warming and Arctic thawing lead to wild weather events. Share this with scientifically illiterate climate deniers. You may not convince him but you'll refute their simplistic excuses
https://t.co/9UwUEFVwAB",can do
1362779083059429378,1362779083059429376,"These huge #acropora corals started as tiny transplants a few years ago.â 
â¢â 
With 10 years experience of artificial reef and coral restoration, we have fine tuned our methods.
#coral #reef #uwpic #underwater #ecodiving #ecodivers #ecointernship #marine #scuba #diving https://t.co/qUGhOZVphc",buzz
1362778972505964548,1362778972505964544,"Scientists in Hawaii and Michigan think they've discovered a biomarker that could help future restoration efforts by identifying which corals are susceptible to bleaching and others are not. 

https://t.co/yeEFkywvjB",buzz
1362676832051560449,1362676832051560448,"@RoyRyanJr @HermosilloJosue @TheBabylonBee 30% of all corals in the Great Barrier Reef was killed due to coral bleaching in 2016, and the water was peaking at 5 degrees above average",desirability
1362667791262887936,1362667791262887936,"@trishgreenhalgh What is a sunscreen for coral?  The coral bleaching phenomenon in Okinawa, Japan, was caused by the rise in water temperature and the crown-of-thorns starfish eating the coral.  Is Fiji caused solely by sunburn?",desirability
1362665303902195715,1362665303902195712,"@trishgreenhalgh Good morning, Prof Trish.  Thank you for showing nice cards.  From the post cards, I can see the coral bleaching phenomenon.  Is the seawater temperature rising in there too?",enabling context
1362651228723814405,1362651228723814400,"It contributes to coral bleaching and can cause allergies, hormone disruption (estrogenic activity) and cell damage!!! Please avoid it guys if you can. For the earthð and for your health.â¨â¤ï¸",enabling context
1362635682959691776,1362635682959691776,"I snorkelled the Reef at Cape Tribulation in 2009 and again in 2015 after a couple of coral bleaching events, and the degradation over those few years was just horrifying. But this thread REALLY puts into perspective what we've lost over time. https://t.co/XZwiaZgpkW",desirability
1362634006903349252,1362634006903349248,"@RoyRyanJr @HermosilloJosue @TheBabylonBee Coral bleaching is when algae is expelled out due to warm waters, and this is the biggest threat to reefs like the Great Barrier Reef. And coral bleaching is on a rise due to climate change",enabling context
1362559180595322882,1362559180595322880,"@ecowrite Coral cover has declined by about 50% on the #GreatBarrierRee since the early 1990s. ""Declines were particularly pronounced in the norther 2/3 of the Great Barrier Reef, following mass coral bleaching in 2016 &amp; 2017"" https://t.co/FQK9jEyDaw",enabling context
1362552612126613505,1362552612126613504,"Researchers at the University of Maine âexamined the gene regulatory response of postlarval lobsters to the separate and combined effects of warming and acidification anticipated by the end of the 21st century.â #ClimateChange 
 https://t.co/9UDPImVMI2",enabling context
1362493589821956096,1362493589821956096,"Thanks to @AwenGuam for reporting on the latest PIRCA report for the #CNMI - the report describes hotter weather, stronger typhoonsÂ and faster coral bleaching. #ClimateCrisis #climate #PacificIslands #Saipan #Guam 

https://t.co/R3KiuRmYNt",desirability
