,id,id_str,full_text,sentiment,url,directive,emotions
181,1353687824395096064,1353687824395096064,Coral reefs form a natural barrier against flooding. With 3D printed replicas of corals Marion Tissier researches how reefs exactly protect vulnerable coasts to ultimately design coral restoration programmes: https://t.co/7UXAcyWrOG #AdaptationSummit #ClimateAction @CASsummit2021 https://t.co/S9KDGHnBwj,,,,
182,1353679120950046721,1353679120950046720,@BritainElects @DeltapollUK I've been a supporter of the Great Barrier Keith since the Cenozoic Era but even I have to admit that any other UN Heritage Site would be twenty points ahead of the worst coral bleaching in living memory. Time to go.,,,,
183,1353667378022920192,1353667378022920192,Effects of ocean warming and acidification on diatom silicate formation https://t.co/DzlY0rfp1A,,,,
184,1353665036091318272,1353665036091318272,"there is a greater potential for the waters of the Southern Ocean, which are absorbing vast quantities of added heat and carbon dioxide from the atmosphere as a result of human activities, may soon help destabilize parts of the Antarctic Ice Sheet.
https://t.co/utgSUrRHEf",,,,
185,1353654715632988161,1353654715632988160,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/7IDFrVW8vO",,,,
186,1353651876949061633,1353651876949061632,"@guardian This is a chain-reaction caused by global ocean warming of which we we are litterally only seeing the ""tip of the iceberg"" right now as the cooling effect of melting polar ice predictably will decrease more and more (it's like a runaway train).",,,,
187,1353473864194543616,1353473864194543616,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/b6RIm5O87T by @afreedma",,,,
188,1353470366774157312,1353470366774157312,@taketwock Watching the movie Revolution. 💯 agree  we  must  stop  fossil  fuels  now -we  have  dumped  1  quadrillion pounds  of  CO2  into  the  atmosphere with  no effort  to stop.  Coral  bleaching is a first  indicator that  a  massive  extinction will  follow .  Highly  recommend !,,,,
189,1353450181308551169,1353450181308551168,"@mscott7612 I regret that you dont agree that solar initiated ocean warming and coolng events control the climate. 
Lets leave it at that. https://t.co/BYg05TC3Dz",,,,
190,1353447666261356549,1353447666261356544,Understanding how the Southern Ocean is changing as a result of increased greenhouse gas emissions has taken on greater urgency as scientists have learned more about the fragility of large parts of the Antarctic ice sheet. https://t.co/7DFXu5JKse,,,,
191,1353413212062900225,1353413212062900224,"This @UNEP report highlights the cost and limited scale of #coral restoration. 
Prevention is better than cure!
https://t.co/VKewn3aUhU",,,,
192,1353412636105461760,1353412636105461760,"Our purpose is the democratization of coral restoration, aimed at long-term stakeholder engagement. Innovating to finance restoration is part of our essence, which has led us to establish alliances and work under a collaborative model
#CoralRestoration #generationrestoration https://t.co/hexw0NNUsR",,,,
193,1353409640076337152,1353409640076337152,"Layer of warming #water is rising from the subsurface, threatening to speed up #Antarcticice melt. #SouthernOcean absorbs huge quantities of #heat &amp; #carbondioxide—seas are #warming at 3-10X than estimated.
#ClimateEmergency #COVID19 #BuildBackBetter
https://t.co/z539CQIggw",,,,
194,1353389093044936705,1353389093044936704,"Southern Ocean is warming quickly, threatening ice in Antarctica #climatecrisis #tippingpoint  https://t.co/U3lTLCNeUS",,,,
195,1353383059891040258,1353383059891040256,"The vast ocean separating Australia &amp; Antarctica has the ability to absorb large amounts of heat causing CO2. But these southern waters are warming faster than we thought, threatening to speed up Antarctic ice melt.
Via @washingtonpost
https://t.co/SwHFBlGBi1",,,,
196,1353374594980311043,1353374594980311040,"@wlbeeton @ddasser @ClimateDepot 93% of global warming is ocean warming. 1% is atmospheric. Provide real-world evidence that CO2 increases over a water body causes the water to warm. 

Quantify the warming per ppm change. 

Cite the IPCC's observed evidence. https://t.co/DJdZENkLE2",,,,
197,1353366730681307136,1353366730681307136,I just remembered the time in 6th grade in which I had one of the worst existential crises to ever exist on this god forbidden continent and tried to find a cure to coral bleaching.,,,,
198,1353350195803729921,1353350195803729920,"This is what the #ClimateCrisis looks like in #Antarctica right now.

New in Nature Communications: ""beneath the surface layer of waters circling Antarctica, the seas are warming much more rapidly than previously known""

https://t.co/NiAnzI0ZNR https://t.co/Tnnyv565fr",,,,
199,1353344227212742657,1353344227212742656,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice
https://t.co/EhY4vp0DxF #itstimetochange #ClimateChange join @ZEROCO2_",,,,
200,1353300734784065537,1353300734784065536,"Ctd... The open water around the cove (and elsewhere in Anilao) is still rich with marine life. Plastic pollution is bad, but perhaps the bigger threat right now is coral bleaching. Make sure you watch @ChasingCoral on Netflix. #saveouroceans 🐢 https://t.co/63WRSM9E9T",,,,
201,1353245692186210305,1353245692186210304,Southern Ocean waters are warming faster than thought https://t.co/5defilaXbB,,,,
202,1353242844870406144,1353242844870406144,"The Southern Ocean is one of the least explored and understood regions when it may affect the future of humanity, thanks to its capacity to absorb huge quantities of heat and carbon dioxide, and melt swaths of the Antarctic ice sheet. https://t.co/CTOTT43RN3 #aartes",,,,
203,1353208947964973058,1353208947964973056,"The fact that sunscreen did not cause the coral bleaching and all the fear mongering people put on the internet. 

It is time for chemistry.",,,,
204,1353205194050289664,1353205194050289664,@dancommadirty i’ve tried :((( my essay on coral bleaching for school was fun; i don’t know if i could do it out of school though :(,,,,
205,1353195263050076160,1353195263050076160,"@RobinBGrieve @PierreJason90 @GretaThunberg @MichaelEMann @KatyTurNBC things are not better. for one coral bleaching begins at a 1-2 degree rise, which is crippling our oceans, and causing huge die offs of our reefs. extreme weather events are by no means declining. they will become more and more common. get ur head out of the sand.",,,,
206,1353194425112014849,1353194425112014848,This Coral Restoration Technique Is 'Electrifying' a Balinese Village - hope-for-the-planet: There are two parts of this story: The first is that a coral restoration technique called Biorock (which involves running extremely low voltage... https://t.co/saKqAlevbH,,,,
207,1353181028970602496,1353181028970602496,"@JR4_Truth @SeanMilnes @BrianMcHugh2011 @GretaThunberg @MichaelEMann @KatyTurNBC your questions have answers, just bc u don’t care to take the time to look them up doesn’t mean they don’t exist. if this continues at some point we’ll enter a positive feedback loop and it will be out of our hands. consequences such as coral bleaching start at 1-2 degrees.",,,,
208,1353156266676219904,1353156266676219904,"Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post - https://t.co/jCAM8lGiYe",,,,
209,1353130753169575938,1353130753169575936,"Today, learning something new- Taiwan.

Every year, Taiwan experiences seasonal typhoon.  However, the recent studies found that near to the Western* of TW has coral bleaching due to the rising of ocean temperature.

(This video shows Southern TW).

https://t.co/e8cByXpids",,,,
210,1353130375321587712,1353130375321587712,"The process of coral bleaching.

🎥 by @NatGeo 

https://t.co/Q7VBTb9uFF",,,,
211,1353115956696948736,1353115956696948736,"#SouthernOcean waters are warming faster than thought, threatening #Antarctic ice https://t.co/NIdoeefeco https://t.co/Mc9yjeswa1",,,,
212,1353095799299661824,1353095799299661824,"@RBJRON @randlight @otiose94 @judbell43 @BOM_Qld This one makes TCKimi look puny. At the very least there’ll be no coral bleaching this summer in the Coral Sea..
It will be full Moon next weekend, big tides too?
😱",,,,
213,1353052713957826566,1353052713957826560,"Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post https://t.co/hU5ww0Ghvz",,,,
214,1353034781710307330,1353034781710307328,"ICYMI: Our Science Team is researching methods to propagate #pillarcorals, including in-situ fragmentation. This requires parent corals remain in our ocean-based nursery while they are fragmented. If successful, this practice could be a tipping point for coral restoration! https://t.co/MMT5NdPkn0",,,,
215,1353026900571152387,1353026900571152384,"#SPCH145J30tweets #ClimateCrisis Greenhouse gases puts our oceans at risk. Warming ocean waters can cause coral bleaching, fish migration, drowning wetlands, and ocean acidification. Combined, these effects create a positive feedback loop that can destroy aquatic ecosystems.",,,,
216,1353025105677447168,1353025105677447168,"""A layer of warming water is rising from the subsurface, threatening to speed up Antarctic ice melt.""
https://t.co/UvA63lAwXK",,,,
217,1353024547285590018,1353024547285590016,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice - Washington Post https://t.co/Q0nbIuqQrG via @GoogleNews",,,,
218,1353019617225166849,1353019617225166848,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/TGvpGA5eeG",,,,
219,1353006406048354304,1353006406048354304,"Greenhouse gas emissions are warming Southern Oceans waters quicker(3 to 10 times) than expected. https://t.co/pjunwKn2XV
@sabmc@moveonclimate",,,,
220,1352981926320214016,1352981926320214016,"The Galápagos is home to one of 3 endangered species of coral: Tubastraea floreana.

Without protection, all coral reef ecosystems could be gone by 2050. @Bertarelli_fdn https://t.co/GthMRyCQaa",,,,
221,1352979401596538880,1352979401596538880,Did you know scientist Ken Nedimyer founded the Coral Restoration Foundation to help save endangered reefs? Read @KateMessner’s stunning PB biography THE BRILLIANT DEEP and discover how he has grown corals and planted them on reefs. #21ConservationHeroes #21Books @mattforsythe https://t.co/7xhAtLPR5c,,,,
222,1352959754088407040,1352959754088407040,The more scientists monitor our quickly warming planet the more alarming the rapidity of the warming appears to be. We must address the #ClimateCrisis quickly. Time passes. https://t.co/D96DiExV6P,,,,
223,1352946118066384896,1352946118066384896,Unexpectedly rapid warming of the Southern Ocean's subsurface water cld speed the melting and collapse of the Antarctic ice shelves and sea level rise. (WP) https://t.co/UAvb6qjPts,,,,
224,1352938979281178624,1352938979281178624,"The study adds to a vast library of research that warns of threats to airports and other critical infrastructure due to sea level rise.

Sea level rise is fueled by ocean warming and higher atmospheric temperatures that cause ocean water to expand and glaciers...",,,,
225,1352932383557898240,1352932383557898240,"How climate change, ocean warming and fish farms are affecting the life cycle of wild Atlantic salmon https://t.co/vnXHU3XESE https://t.co/9qD9hEN3em",,,,
226,1352916338839269376,1352916338839269376,"The Southern Ocean is one of the most important regions regarding #GlobalWarming &amp; #climatechange because its capacity to absorb huge quantities of heat and carbon dioxide, however the Southern Ocean is warming quickly, threatening ice in Antarctica.  https://t.co/W2OOQtINoz",,,,
227,1352908434203504640,1352908434203504640,"😢😢😢Bad news !Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post https://t.co/SJEmkX7L2Y",,,,
228,1352900902714224641,1352900902714224640,"@sebbi ""If the total energy smartphones add to the system matches the observed increase, we could also say that smartphones are the cause""

So if there's a match between increases in absorbed solar radiation (+3 W/m² since 1980) and ocean warming, we can say THIS is the cause, right? https://t.co/HDVv7W2LRv",,,,
229,1352858933669621762,1352858933669621760,Why are ocean warming records so important? | Global https://t.co/GY1YqIEdR1,,,,
230,1352847995327414277,1352847995327414272,You shouldn't watch unenforceable polyps and electrify policy makers that replicate American coral bleaching. Educate yourself!,,,,
231,1352828995142733826,1352828995142733824,"Like removing a doorstop, the collapse of these ice shelves can free up inland ice to move into the ocean, raising global sea levels and harming coastal communities https://t.co/iEHy8TlpHk",,,,
232,1352822731687874560,1352822731687874560,"Coral Hospital, fine, yet ocean warming has to be solved for corals to continue on earth, we have to adopt better living ways.. https://t.co/9fhQBHjvY2",,,,
233,1352813132931092480,1352813132931092480,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/tgCTwCRbV9",,,,
234,1352811849834655746,1352811849834655744,"@jeremyy17__ @hoesayvv @shy_ferg @Nekosmom @CBCAlerts I said collapse lmfao, not crumble. Have a tiny bit of reading comprehension, I’m not talking about the planet caving in I’m talking about mass wildfires, coral bleaching, habitats no longer existing. That’s what collapsing is.",,,,
235,1352799634272481280,1352799634272481280,@kapsy_tweets @Reuters Why are ocean warming records so important?  https://t.co/Qz35m0iaL1,,,,
236,1352797095867031552,1352797095867031552,"Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post https://t.co/zuZ22OY2jq",,,,
237,1352791679221325824,1352791679221325824,"@RKJ65 This too!

https://t.co/j2oMLuWG18",,,,
238,1352791553434124288,1352791553434124288,"@elonmusk Already shared about Zeolite below.  As a two-prong approach, here's another novel idea:

https://t.co/j2oMLuWG18",,,,
239,1352791504394145792,1352791504394145792,"New research Southern Ocean waters are warming much faster than predicted, threatening to destabilize Antarctic ice much faster than previously thought 
Warm water is rising toward surface, at a rate 3 to 10 times more than previously estimated. #climate  https://t.co/u2Q55AC7SD",,,,
240,1352789909258588160,1352789909258588160,Ocean Warming Threatens Baby Sharks in the Great Barrier Reef https://t.co/VFvLhPsiiw,,,,
241,1352784838957346822,1352784838957346816,Climate change: How much is the ocean warming by? | World Economic Forum https://t.co/K741G6Z1Xc,,,,
242,1352767198708834309,1352767198708834304,"@BenDChambers @drmistercody Moreso oceans are not really an option here for two reasons: we have no control over the cabon they fix (wich is the case with forests) and that carbon gets dissolved into the ocean is a rather bad thing as it increases its acidity, leading to things like coral bleaching",,,,
243,1352765957026942977,1352765957026942976,"“I tell my students, with sea level rise, we may be under water but New York will be as well,” says oceanographer @keitapumaamaa2. He says #FrenchPolynesia is experiencing: warming oceans, sea lvl rise, ocean acidification and coral bleaching due to #climatechange.",,,,
244,1352761461836136448,1352761461836136448,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice.

https://t.co/qyqScuehKW

@afreedma #ClimateCrisis #ClimateEmergency #GlobalWarming #ClimateChange #Oceans #SouthernOcean #Science #ClimateResearch #ClimateData #SeaLevelRise",,,,
245,1352760027220738054,1352760027220738048,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/VGGbQyBd8L",,,,
246,1352759521723219968,1352759521723219968,Climate scientist Sunke Schmidtko called recent findings about warming and rising waters in the Southern Ocean “frightening” as they could have a “potentially imminent impact on several Antarctic glaciers.”https://t.co/aGRA2xXaNz,,,,
247,1352757026825392129,1352757026825392128,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/E8f4rtgPJN",,,,
248,1352748427814297601,1352748427814297600,"@sebbi ""radiation from GHGs...warm the oceans""

Did you know 500 W/m² of solar radiation heats the ocean's first 2 m by 2 K in 12 hours?

Explain why you believe CO2's tiny 0.5 W/m² forcing at 1,070 ppm (18x smaller than cloud forcing) supersedes this direct SW in DRIVING ocean warming. https://t.co/vWP91947xp",,,,
249,1352737597106368512,1352737597106368512,"""he called the findings about warming and rising waters “frightening” compared with findings from his own work just a few years ago, saying, if correct, these waters could have a “potentially imminent impact on several Antarctic glaciers.""
https://t.co/Bd4pMVkDHT",,,,
250,1352734323624042497,1352734323624042496,"@SenRonJohnson Remember the mass coral bleaching events in 2016 and 2017, that resulted from a slight increase (1-2 degrees) in ocean water temperature?",,,,
251,1352733763952914432,1352733763952914432,"""beneath the surface layer of waters circling Antarctica, the seas are warming much more rapidly than previously known.""

https://t.co/Wj8Uu5qEi5",,,,
252,1352725379803459584,1352725379803459584,"Southern Ocean waters are warming faster than thought. 
A layer of warming water is rising from the subsurface, threatening to speed up Antarctic ice melt.
#NoMoreEmptyPromises
https://t.co/vB6jOIOUFA",,,,
253,1352724773122392064,1352724773122392064,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice

""A layer of warming water is rising from the subsurface, threatening to speed up Antarctic ice melt.""

https://t.co/ssCYrdIyoJ https://t.co/DGcBDxetOs",,,,
254,1352722015224913920,1352722015224913920,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/pxf560QNEz",,,,
255,1352721437195333633,1352721437195333632,"@redundantuk I think there will be many adverse effects of ocean warming and acification, many of which are not yet fully appreciated.",,,,
256,1352719598303502337,1352719598303502336,Did you know UNESCO study states that ocean warming from climate change will kill many major coral reefs by mid-century! - National Geographic. You can make a difference by taking shorter baths and unplug electronics and lights not in use. Spread the word to make a difference!,,,,
257,1352717945533681665,1352717945533681664,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/khkneSBJxX",,,,
258,1352715899346640897,1352715899346640896,"@Allen216Dempsey @POTUS Not all places are being equally effected. Some places like the Arctic are undergoing vast changes. And It’s not all about climate. Right now there’s coral bleaching, extinction, deforestation. It’s all about the health of the natural environment period one blank. Get a clue.",,,,
259,1352715156787138560,1352715156787138560,"The #coral restoration 'trees' in Bonaire... wonder how much they've grown since we took this photo🤔
#scubadiving #conservation https://t.co/nKGHbWn6xw",,,,
260,1352713578273517570,1352713578273517568,"No, it’s not Clorox! 

Coral bleaching happens when the ocean’s temperatures &amp; levels of CO2 rise, &amp; is brought on by climate change. As GLOBAL warming is an effect of climate change, WATER warming is, too.

#ClimateCrisis is real 
#wtpBLUE #OVEarth #ONEV1 https://t.co/RUPfm0CqIx",,,,
261,1352706359788240902,1352706359788240896,"The Galápagos is home to one of 3 endangered species of coral: Tubastraea floreana.

Without protection, all coral reef ecosystems could be gone by 2050. @Bertarelli_fdn https://t.co/0IzPBkm4FD",,,,
262,1352701327097405445,1352701327097405440,"@JonathanWNV @environmentca @JustinTrudeau New Study: Coral Bleaching ‘Repeatedly Occurred’ Throughout The Warmer-Than-Today Mid-Holocene
#ThereIsNoClimateEmergency #CO2isNotAPollutant so #NoPriceNecessary
https://t.co/xvvYscgJG0 https://t.co/EH5XdPydvK",,,,
263,1352698330401435656,1352698330401435648,"@SimonMaxfield8 @KfallsDavid @nytimes ... No. There might not be ocean warming in the Antarctic, but there is in the Arctic. Try not cherry picking so conveniently...",,,,
264,1352692599405105153,1352692599405105152,"In the news this week: US🇺🇸 rejoins #ParisAgreement, ocean warming threatens wild salmon, and how one man avoided deportation due to air pollution.

https://t.co/oCcVmAVWD0
#ThinkLandscape",,,,
265,1352688389921906688,1352688389921906688,"New research Southern Ocean waters are warming much faster than predicted, threatening to destabilize Antarctic ice much faster than previously thought 
Warm water is rising toward surface, at a rate 3 to 10 times more than previously estimated. #climate https://t.co/ncJJBfl62W",,,,
266,1352677156170694656,1352677156170694656,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice.

A layer of warming water is rising from the subsurface, threatening to speed up Antarctic ice melt: https://t.co/ALeW7BxvwD",,,,
267,1352673856603869186,1352673856603869184,"@TurgesonFerd @Robert76907841 @jwickers @ianbrow97534170 @25_cycle @Climatehope2 @Old_Speak_ @jbonbon91 @OLDDYNAMITE @ejwwest @FChecker76 @quieroserabuela @DanCady @BointonGiles @EdBohman @EcoSenseNow @KeillerDon @bobathon @MorseBart @Durant1899 @moonrakin @EDavidAn @TaroIstok @cosaingalway @wilburcobb8 @stockypig @canncr @WeiZhangAtmos @maxo531 @PygmalionXXVIII @PaulReadGB @RealLimerickMan Again, the science disagrees with you.  NINE years now to avoid the problems.  https://t.co/sezlHJykSk

and 
https://t.co/IePKDgSJme

https://t.co/KWRI2LnPpl",,,,
268,1352670788738932737,1352670788738932736,"@CoralReefWatch's satellite-based products continue to monitor high oceanic heat stress (up to Coral Bleaching Alert Level 2, which can result in severe, widespread coral bleaching and mortality) along the northern Great Barrier Reef. https://t.co/vfE8uIJr9O",,,,
269,1352669370581966850,1352669370581966848,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice #ClimateEmergency https://t.co/Akfg89ddFV",,,,
270,1352667441281822722,1352667441281822720,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice.
https://t.co/HUemlDjex9",,,,
271,1352666832239554566,1352666832239554560,Climate change: How much is the ocean warming by? | World Economic Forum https://t.co/b01tHxxRyb,,,,
272,1352666188413882371,1352666188413882368,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice
https://t.co/gnbFkptzUK",,,,
273,1352663318742228993,1352663318742228992,"How it started ➡️ how it’s going
Check out these photos of one of our coral restoration sites in the Florida Keys, Rock Key. The first picture is right after planting staghorn coral, and the second picture is that SAME SITE only a year later! Crazy, right? 🤯💙🌊

#motemarinelab https://t.co/V9ZHKMekS7",,,,
274,1352663266003218434,1352663266003218432,"'Southern Ocean waters are warming faster than thought, threatening Antarctic ice'
https://t.co/ftA752EgOc via @washingtonpost

'A layer of warming water is rising from the subsurface, threatening to speed up Antarctic ice melt'

#ClimateEmergency #Antarctica #timebomb",,,,
275,1352655694076456961,1352655694076456960,"There's a lot to be optimistic about in the climate fight right now. But it's also true that nature works on its own timetable.  

""Within these waters, seemingly small shifts in temperature can have dramatic implications.""

#TheDoomsdayGlacier

https://t.co/vMWBu4RESF",,,,
276,1352654716623196163,1352654716623196160,".@NWEinfo
@JoDee_Black
@BenFitchFleisch
@joshmpeck

https://t.co/mTxoLzJAnx",,,,
277,1352654463601942530,1352654463601942528,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/8P091qq69U",,,,
278,1352654435793690628,1352654435793690624,"Southern Ocean is warming quickly, threatening ice in Antarctica. Lots to do under Biden to undo climate damage under Trump! https://t.co/9ORi9et8zE",,,,
279,1352654399244480515,1352654399244480512,"corals don't have a colour on their own since their skeleton is actually white (the one that you see after coral bleaching events), but it's completely covered by algal symbionts that live on its surface and give corals their colour",,,,
280,1352653097261260802,1352653097261260800,"@emmamvink @KfallsDavid @nytimes ""I never claimed Antarctica was warming""

I never said you did. But you asscociated the relevancy of the study to ocean warming when there clearly ISN'T one. Hence my question - which you can't answer.

Capiche? 🙄 https://t.co/2dLpzMRdGZ",,,,
281,1352651073958379520,1352651073958379520,"From IPCC Ocean &amp; Cryosphere Report Summary....

""Ocean warming, acidification and deoxygenation, ice sheet and glacier mass loss, and permafrost degradation are expected to be irreversible on timescales relevant to human societies and ecosystems.""
1/ https://t.co/VrkBhD4MJV",,,,
282,1352649082926489600,1352649082926489600,"Hi @BarclaysUK

I have a mortgage with you.

What is the point of investing in people &amp; homes, when you continue funding fossil fuel industry?  We are at 1.3⁰ of ocean warming now. You know the catastrophic effect of 1.5⁰

Do please stop investing in fossil fuel companies. Now.",,,,
283,1352649063590752257,1352649063590752256,"""A layer of warming water is rising from the subsurface, threatening to speed up Antarctic ice melt"".https://t.co/n8LBXkTPSj",,,,
284,1352648617761198080,1352648617761198080,"Maybe offload that beachfront property. 
#ClimateActionNow

https://t.co/ECAO0NtNYT",,,,
285,1352645879908466689,1352645879908466688,"😡😡😡

Dear @potus it is #timetoact #ActOnClimate #climateaction #ClimateCrisis

https://t.co/LGrAIs0sfV",,,,
286,1352644600893214725,1352644600893214720,"@elonmusk This is a green wash, people. The point is to Stop burning fossil fuels to prevent the ocean warming &amp; planet overheating.

Not to burn the carbon and then take it out of the atmosphere.

Disappointing science, Elon Musk.",,,,
287,1352642373159890945,1352642373159890944,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/qQRr9PaCIP",,,,
288,1352641092479377409,1352641092479377408,"Deep Waters in the Antarctic Ocean Are Warming Faster with serious implications for sea level rise. 
By Andrew Freedman @afreedma
https://t.co/GEsIxoBFBU",,,,
289,1352636696714649600,1352636696714649600,"Today’s #FancyScientist is an immunologist, TEDx speaker and a role model to young girls who want to go into STEM careers. Danielle Twum AKA @forgedonyx on Twitter and Instagram went from studying the effects of climate change on coral bleaching to the immunology of... https://t.co/RP6ryfJR0y",,,,
290,1352634463927361537,1352634463927361536,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/CD54HVf8Uu",,,,
291,1352630483939549187,1352630483939549184,"We need effective #Adaptation and #mitigation to address sea level rise, ocean warming, ocean acidification and harmful impacts of #ClimateChange and environmental pollution on #oceans and coastal ecosystems #WomenClimateJustice
https://t.co/5WVrEmFYLf",,,,
292,1352629516154396673,1352629516154396672,"Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post https://t.co/gkkQzxG7pM",,,,
293,1352622158481149959,1352622158481149952,"Washington Post: Southern Ocean waters are warming faster than thought, threatening Antarctic ice.
https://t.co/NoO59QcMUw",,,,
294,1352617636069216261,1352617636069216256,"“Now a new study, published Thursday in the journal Nature Communications, finds that beneath the surface layer of waters circling Antarctica, the seas are warming much more rapidly than previously known. Furthermore, the study concludes, 
1/2
https://t.co/4ZZX5yLoal",,,,
295,1352616594698948614,1352616594698948608,"Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post https://t.co/3ANOTteGyH",,,,
296,1352616216796540929,1352616216796540928,"The headline ""Warming faster than thought"" is becoming more and more common and more and more scary 
https://t.co/fPwpRajFT4 #ClimateAction #mapoli #climatechange",,,,
297,1352615606676320256,1352615606676320256,"""Warming faster than thought"" may be the four scariest words in the English language this century.
https://t.co/GDHHvxebTb",,,,
298,1352614332417400835,1352614332417400832,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/JBuVtJEAhA",,,,
299,1352611646087307268,1352611646087307264,"In short, climate change leads to a warming ocean, which causes thermal stress, that contributes to coral bleaching and infectious disease. Ocean acidification, a result of increased CO2, causes a reduction in pH which decreases coral growth and structural integrity. #WetTribe https://t.co/SkAdn9B0KB",,,,
300,1352609413371195395,1352609413371195392,"#FamilyReadingTime choice for today was The Brilliant Deep: Rebuilding the World's Coral Reefs, by @KateMessner - a beautiful picture book about the work of Ken Nedimyer, founder of the Coral Restoration Foundation 
@coralcrf.
.",,,,
301,1352605343059161091,1352605343059161088,"@RustySoF @pastorbmac @AndrewYang This doesn’t make sense.  Research and improvement in alt techs is started.  

As long as dinosaurs (like you) get your mind wrapped around excess CO2 effects.  

Go look into Coral Bleaching and Ocean Acidification.  I’ll destroy you on this debate.  Assuredly.",,,,
302,1352604029285789697,1352604029285789696,Not good. Another reason why we should be doing everything in our power to address global warming. https://t.co/vw8NhNMMrz,,,,
303,1352598621317959681,1352598621317959680,"Heat is threatening Antarctic ice.
Guess who Antarctic ice is threatening.
#ClimateEmergency  https://t.co/cKr2GxeNqH",,,,
304,1352590779483627522,1352590779483627520,"Southern Ocean is warming quickly, threatening ice in Antarctica - The Washington Post https://t.co/x2To5PIexi",,,,
305,1352585245770575872,1352585245770575872,"Southern Ocean waters are warming faster than thought, threatening Antarctic ice https://t.co/JOsdGqWx7Q",,,,
306,1357926720238665729,1357926720238665728,On a somewhat related matter... someone asked me about coral restoration as a means to make up for any corals that may be destroyed from a landfilling project 🤷🏽‍♀️🤡 https://t.co/p6fpgiuTzz,,,,
307,1357852007135027202,1357852007135027200,"In addition to the coral restoration efforts, NFL Green completed traditional community greening projects. These involved creating pollinator gardens, planting mangroves, restoring shoreline and adding sand dunes to prevent erosion and storm damage.

✅💚https://t.co/5knD9RIxEY https://t.co/WkrdofFNXc",,,,
308,1357849899409227783,1357849899409227776,Valley renters scammed by coral bleaching and,,,,
309,1357845645000921093,1357845645000921088,"Two worlds collide 🌊🏈
I had an incredible opportunity to interview w/ @KerryNBC about our #SBLV  coral restoration project for their segment on @NBCNightlyNews!

WATCH via @NBCNews 👇
https://t.co/YwuMB9CdQw",,,,
310,1357839359483858946,1357839359483858944,NFL Green Tackles Coral Restoration Project in Florida Ahead of Super Bowl LV https://t.co/MGiwGecV0h,,,,
311,1357838144230445057,1357838144230445056,NFL Green Tackles Coral Restoration Project in Florida Ahead of Super Bowl LV https://t.co/01GcKc0DoR,,,,
312,1357825006982606849,1357825006982606848,"“Whaling in the 1900s...removed millions of whales from the world's oceans — along with much of their whale song. And the chirp and chatter around coral reefs is growing quieter as more corals die from ocean warming, acidification and pollution.”

https://t.co/1rtfBj8mZK",,,,
313,1357807966448021506,1357807966448021504,"MUST SEE TV - @NBCNightlyNews dives in to our ""100 Yards of Hope"" coral restoration project ahead of #SBLV 🏈

Story via @NBCNews / @KerryNBC  / @UMiamiRSMAS / @FLDEPNews 👇
https://t.co/vqbfcTcEDc",,,,
314,1357804318754275337,1357804318754275328,8 years ago we suffered a #coral #bleaching event that decimated some parts of our #reef . Learn why this happened and what we are doing to prevent this from happening again. https://t.co/n0hYRJCVl9 https://t.co/xJR5FoPoer,,,,
315,1357735248268722183,1357735248268722176,NFL Green Tackles Coral Restoration Project in Florida Ahead of Super Bowl LV https://t.co/yBkhDXeGfI https://t.co/llQunPrThC,,,,
316,1357735248096677892,1357735248096677888,NFL Green Tackles Coral Restoration Project in Florida Ahead of Super Bowl LV https://t.co/f2Zaw3UjHu https://t.co/YqOLzJobxN,,,,
317,1357731603162750976,1357731603162750976,NFL Green Tackles Coral Restoration Project in Florida Ahead of Super Bowl LV https://t.co/hO0hLqNZl5,,,,
318,1357720823210020865,1357720823210020864,NFL Green Tackles Coral Restoration Project in Florida Ahead of Super Bowl LV https://t.co/ZIgkfd8z8K,,,,
